0,006221643;0,0009746552;0,31694
0,01243863;9,894371E-05;0,4096669
0,02398382;0,0008872747;0,6072779
0,03981628;0,001456559;0,806303
0,05993204;0,00186944;1,016627
0,08430018;0,0005122423;0,6430584
0,09652095;0,00126493;0,704167
0,1128335;0,00449723;0,8889595
0,133386;0,009188175;1,159457
0,1569654;0,01240373;1,23839
0,185976;0,008074522;0,901406
0,2026918;0,01105815;0,9675162
0,2208041;0,01194161;0,9319946
0,2441834;0,01402611;1,220511
0,2729998;0,01741433;1,550269
0,3021089;0,01310241;1,000196
0,3232404;0,01570892;1,286648
0,3475643;0,01751238;1,356874
0,3723203;0,01739138;1,28661
0,3969581;0,01548308;1,251328
0,4206492;0,006947398;0,6358841
0,4358018;0,005130529;0,8083481
0,4485414;0,001542985;0,6485571
0,4589049;0,00355649;0,6934663
0,4668723;0,01002145;0,9278848
0,4728613;0,02130175;0,9790829
0,4635993;0,02988166;1,398426
0,4536293;0,03923285;1,875131
0,4450515;0,04919207;2,38889
0,4450225;0,05599016;2,431877
0,4518113;0,04706937;2,206902
0,4558133;0,05196917;2,308677
0,4676943;0,05737013;2,737022
0,4896005;0,06111407;2,877972
0,5213152;0,06556478;3,336595
0,5646021;0,05252132;2,880283
0,5998954;0,05865327;3,302322
0,6433183;0,06286454;3,378647
0,697271;0,0678657;3,782565
0,7619196;0,07363802;4,190823
0,8334652;0,0555748;3,373587
0,8924875;0,0584079;3,547052
0,9602444;0,06219107;3,929402
1,033406;0,06485185;4,080071
1,1126;0,06676638;4,293005
1,19734;0,05232313;3,567245
1,270195;0,05493343;3,918219
1,347329;0,05678716;4,070677
1,429322;0,05813253;4,276148
1,516098;0,05912769;4,494361
1,607598;0,04253528;3,747448
1,684685;0,04308364;3,962433
1,766355;0,04346699;4,192876
1,852413;0,04377282;4,422898
1,942774;0,04401147;4,650845
2,039754;0,03472129;4,042204
2,122459;0,03601062;4,196951
2,209321;0,03699595;4,433642
2,300585;0,03770348;4,67659
2,396146;0,03825441;4,911597
2,49663;0,03995672;4,253224
2,585165;0,04026854;4,489211
2,678224;0,04050523;4,732796
2,775803;0,04068661;4,983412
2,877926;0,0408265;5,23994
2,986428;0,03165156;4,683693
3,082617;0,03293559;4,881637
3,183147;0,03388372;5,132452
3,288442;0,03459719;5,393649
3,398471;0,03515649;5,662827
3,513207;0,0226106;5,052052
3,618122;0,02461189;5,358524
3,729585;0,0281699;5,668462
3,847637;0,03330231;5,976678
3,972387;0,03991106;6,292228
4,100097;0,02695721;5,488873
4,214313;0,03038314;5,778284
4,334202;0,03289986;6,074034
4,459923;0,03474686;6,37933
4,591609;0,03609934;6,686625
4,730086;0,02856645;6,127556
4,856606;0,03047326;6,37888
4,988826;0,03189912;6,676801
5,126604;0,03296179;6,967396
5,269972;0,03375828;7,261611
5,419721;0,0260087;6,685937
5,55742;0,02766326;6,929447
5,700727;0,02892298;7,222683
5,850426;0,03161949;7,528308
6,004702;0,03360087;7,769988
6,164574;0,02507213;7,258211
6,314512;0,02620509;7,545429
6,470053;0,02706081;7,835859
6,631824;0,02939081;8,13324
6,798103;0,03108796;8,376173
6,970158;0,0209761;7,887944
7,132481;0,02197346;8,17627
7,300289;0,0227266;8,466387
7,473657;0,0232963;8,757784
7,652601;0,02372891;9,048972
7,837093;0,01034647;8,546587
8,011475;0,01060098;8,839178
8,191411;0,01080281;9,130746
8,376878;0,01096442;9,422606
8,567849;0,01109532;9,713511
8,764811;0,001647592;9,175785
8,951628;0,001819521;9,446316
