0,004569802;0,01714838;0,9504434
0,02065291;0,01676828;0,9720662
0,04171079;0,01628911;1,052794
0,06487436;0,01570547;1,16824
0,09444996;0,01684439;1,486615
0,122445;0,0161722;1,442451
0,1533879;0,01554236;1,600503
0,1838089;0,01319855;1,633937
0,2189657;0,01137528;1,860527
0,2582963;0,009840757;2,06533
0,3016427;0,02519846;1,271994
0,3227396;0,02405035;1,315962
0,3438118;0,02133104;1,144622
0,3638392;0,01705557;1,013942
0,3876954;0,01395589;1,197829
0,4151124;0,01154062;1,389705
0,4455338;0,009606421;1,560285
0,4790302;0,008007795;1,743198
0,5156618;0,006646425;1,929641
0,5521305;0,003831923;2,017184
0,577045;0,02461135;0,6958235
0,5834013;0,01963538;0,4292479
0,5931129;0,01632452;0,6688819
0,6012942;0,01189303;0,775249
0,6132405;0,008908689;1,103851
0,6288145;0,00681144;1,436207
0,6483475;0,005341947;1,766373
0,6724902;0,004301071;2,09924
0,6982803;0,001988828;2,355478
0,7261878;0,001620352;2,629139
0,01181992;1,131068;1,03359
0,04314021;1,148779;1,589565
0,07935475;1,163992;1,812276
0,1209493;1,177392;2,087818
0,1684525;1,189418;2,392829
0,2219146;1,200415;2,698441
0,2810608;1,210651;2,989543
0,3489997;1,221436;3,422022
0,4213245;1,23148;3,646778
0,4978879;1,240981;3,867045
0,5823357;1,212365;0,2422095
0,5829248;1,222384;0,24859
0,5868474;1,231912;0,3988868
0,5981687;1,242415;0,6923205
0,6124097;1,252263;0,8920928
0,6298841;1,261617;1,102424
0,6508083;1,270573;1,318386
0,6753435;1,279209;1,535788
0,703575;1,287584;1,752432
0,7312623;1,294128;1,862736
0,7404333;1,216645;0,6810689
0,7474873;1,214218;0,6045976
0,7509921;1,210318;0,6809698
0,7563679;1,207416;0,9493412
0,763128;1,205182;1,25777
0,7743969;1,204803;1,506837
0,790895;1,206232;1,765599
0,8049456;1,206133;1,889869
0,8168179;1,204416;2,036124
0,8356975;1,20469;2,219876
0,861753;1,251466;1,827001
0,8296632;1,251858;2,078921
